"Date","Time","Latitude","Longitude","Signal (dB)","Gain (dB)","Freq (kHz)"
7/9/2008,2:02:29,33.69374,-118.0384,87,0,78
7/9/2008,2:02:31,33.69374,-118.0384,88,0,78
7/9/2008,2:02:32,33.69374,-118.0384,85,0,78
7/9/2008,2:02:33,33.69374,-118.03838,86,0,78
7/9/2008,2:02:34,33.69374,-118.03838,89,0,78
7/9/2008,2:02:36,33.69374,-118.03838,89,0,78
7/9/2008,2:02:37,33.69375,-118.03838,88,0,78
7/9/2008,2:02:40,33.69375,-118.03838,88,0,78
7/9/2008,2:02:42,33.69375,-118.03838,88,0,78
7/9/2008,2:02:44,33.69375,-118.03838,87,0,78
7/9/2008,2:02:45,33.69375,-118.03838,83,0,78
7/9/2008,2:02:46,33.69375,-118.03838,86,0,78
7/9/2008,2:02:48,33.69375,-118.03838,86,0,78
7/9/2008,2:02:49,33.69375,-118.03838,86,0,78
7/9/2008,2:02:50,33.69375,-118.03838,85,0,78
7/9/2008,2:02:52,33.69375,-118.03838,88,0,78
7/9/2008,2:02:53,33.69375,-118.03838,87,0,78
7/9/2008,2:02:54,33.69375,-118.03838,88,0,78
7/9/2008,2:02:56,33.69375,-118.03838,85,0,78
7/9/2008,2:02:57,33.69375,-118.03838,85,0,78
7/9/2008,2:02:58,33.69375,-118.03838,86,0,78
7/9/2008,2:03:00,33.69375,-118.03838,83,0,78
7/9/2008,2:03:01,33.69375,-118.03838,86,0,78
7/9/2008,2:03:02,33.69375,-118.03838,84,0,78
7/9/2008,2:03:04,33.69375,-118.03838,85,0,78
7/9/2008,2:03:05,33.69375,-118.03838,86,0,78
7/9/2008,2:03:06,33.69375,-118.03838,81,0,78
7/9/2008,2:03:08,33.69375,-118.03838,85,0,78
7/9/2008,2:03:09,33.69375,-118.03838,86,0,78
7/9/2008,2:03:10,33.69375,-118.03837,85,0,78
7/9/2008,2:03:12,33.69375,-118.03837,87,0,78
7/9/2008,2:03:13,33.69375,-118.03837,85,0,78
7/9/2008,2:03:16,33.69375,-118.03837,80,0,78
7/9/2008,2:03:17,33.69375,-118.03837,84,0,78
7/9/2008,2:03:18,33.69375,-118.03837,83,0,78
7/9/2008,2:03:21,33.69376,-118.03837,83,0,78
7/9/2008,2:03:22,33.69376,-118.03837,84,0,78
7/9/2008,2:03:24,33.69376,-118.03837,85,0,78
7/9/2008,2:03:25,33.69376,-118.03837,84,0,78
7/9/2008,2:03:26,33.69376,-118.03837,83,0,78
7/9/2008,2:03:28,33.69376,-118.03837,87,0,78
7/9/2008,2:03:29,33.69376,-118.03837,86,0,78
7/9/2008,2:03:30,33.69376,-118.03837,85,0,78
7/9/2008,2:03:32,33.69376,-118.03837,87,0,78
7/9/2008,2:03:33,33.69376,-118.03837,86,0,78
7/9/2008,2:03:34,33.69376,-118.03837,86,0,78
7/9/2008,2:03:36,33.69376,-118.03837,85,0,78
7/9/2008,2:03:37,33.69376,-118.03837,81,0,78
7/9/2008,2:03:39,33.69376,-118.03837,85,0,78
7/9/2008,2:03:41,33.69376,-118.03837,86,0,78
7/9/2008,2:03:42,33.69376,-118.03837,89,0,78
7/9/2008,2:03:43,33.69376,-118.03837,86,0,78
7/9/2008,2:03:45,33.69376,-118.03837,85,0,78
7/9/2008,2:03:46,33.69376,-118.03837,82,0,78
7/9/2008,2:03:55,33.69376,-118.03837,80,0,78
7/9/2008,2:03:57,33.69376,-118.03837,82,0,78
7/9/2008,2:04:13,33.69376,-118.03837,80,0,78
7/9/2008,2:04:15,33.69376,-118.03837,81,0,78
7/9/2008,2:04:17,33.69376,-118.03837,81,0,78
7/9/2008,2:04:18,33.69376,-118.03837,80,0,78
7/9/2008,2:04:19,33.69376,-118.03837,80,0,78
7/9/2008,2:04:21,33.69376,-118.03837,81,0,78
7/9/2008,2:04:22,33.69376,-118.03837,80,0,78
7/9/2008,2:04:23,33.69376,-118.03837,80,0,78
7/9/2008,2:04:25,33.69376,-118.03837,81,0,78
7/9/2008,2:04:27,33.69376,-118.03837,81,0,78
7/9/2008,2:04:31,33.69377,-118.03837,82,0,78
7/9/2008,2:04:33,33.69377,-118.03837,81,0,78
7/9/2008,2:04:34,33.69377,-118.03837,81,0,78
7/9/2008,2:04:35,33.69377,-118.03837,82,0,78
7/9/2008,2:04:37,33.69377,-118.03837,82,0,78
7/9/2008,2:04:38,33.69377,-118.03837,81,0,78
7/9/2008,2:04:39,33.69377,-118.03837,82,0,78
7/9/2008,2:04:41,33.69377,-118.03837,82,0,78
7/9/2008,2:04:42,33.69377,-118.03837,82,0,78
7/9/2008,2:04:43,33.69377,-118.03837,81,0,78
7/9/2008,2:04:46,33.69377,-118.03835,81,0,78
7/9/2008,2:04:47,33.69377,-118.03835,81,0,78
7/9/2008,2:04:48,33.69377,-118.03835,80,0,78
7/9/2008,2:05:02,33.69377,-118.03835,81,0,78
7/9/2008,2:05:03,33.69377,-118.03835,80,0,78
7/9/2008,2:05:04,33.69377,-118.03835,81,0,78
7/9/2008,2:05:55,33.69379,-118.03842,80,0,78
7/9/2008,2:05:59,33.69379,-118.0384,81,0,78
7/9/2008,2:06:00,33.69379,-118.0384,83,0,78
7/9/2008,2:06:01,33.69379,-118.0384,84,0,78
7/9/2008,2:06:03,33.69378,-118.03838,84,0,78
7/9/2008,2:06:04,33.69378,-118.03838,82,0,78
7/9/2008,2:06:05,33.69378,-118.03838,82,0,78
7/9/2008,2:06:08,33.69378,-118.03837,81,0,78
7/9/2008,2:06:12,33.69378,-118.03837,81,0,78
7/9/2008,2:06:19,33.69378,-118.03835,82,0,78
7/9/2008,2:06:20,33.69378,-118.03835,86,0,78
7/9/2008,2:06:21,33.69378,-118.03835,87,0,78
7/9/2008,2:06:23,33.69378,-118.03835,81,0,78
7/9/2008,2:06:24,33.69378,-118.03835,87,0,78
7/9/2008,2:06:25,33.69378,-118.03835,86,0,78
7/9/2008,2:06:27,33.69378,-118.03835,83,0,78
7/9/2008,2:06:28,33.69378,-118.03835,87,0,78
7/9/2008,2:06:29,33.69378,-118.03835,86,0,78
7/9/2008,2:06:31,33.69378,-118.03835,82,0,78
7/9/2008,2:06:52,33.69378,-118.03835,80,0,78
7/9/2008,2:06:55,33.69378,-118.03835,81,0,78
7/9/2008,2:06:56,33.69378,-118.03835,80,0,78
7/9/2008,2:06:58,33.69378,-118.03835,82,0,78
7/9/2008,2:07:01,33.69378,-118.03835,80,0,78
7/9/2008,2:07:02,33.69378,-118.03835,83,0,78
7/9/2008,2:07:04,33.69378,-118.03835,85,0,78
7/9/2008,2:07:05,33.69378,-118.03835,84,0,78
7/9/2008,2:07:06,33.69378,-118.03835,82,0,78
7/9/2008,2:07:08,33.69378,-118.03835,84,0,78
7/9/2008,2:07:09,33.69378,-118.03835,85,0,78
7/9/2008,2:07:10,33.69378,-118.03835,84,0,78
7/9/2008,2:07:12,33.69378,-118.03835,84,0,78
7/9/2008,2:07:13,33.69378,-118.03835,84,0,78
7/9/2008,2:07:14,33.69378,-118.03835,84,0,78
7/9/2008,2:07:16,33.69378,-118.03835,83,0,78
7/9/2008,2:07:17,33.69378,-118.03835,85,0,78
7/9/2008,2:07:18,33.69378,-118.03835,84,0,78
7/9/2008,2:07:20,33.69378,-118.03835,85,0,78
7/9/2008,2:07:21,33.69378,-118.03835,83,0,78
7/9/2008,2:07:22,33.69378,-118.03835,83,0,78
7/9/2008,2:07:24,33.69377,-118.03835,83,0,78
7/9/2008,2:07:25,33.69377,-118.03835,82,0,78
7/9/2008,2:07:26,33.69377,-118.03835,83,0,78
7/9/2008,2:07:28,33.69378,-118.03835,82,0,78
7/9/2008,2:07:29,33.69378,-118.03835,83,0,78
7/9/2008,2:07:30,33.69378,-118.03835,83,0,78
7/9/2008,2:07:32,33.69378,-118.03835,84,0,78
7/9/2008,2:07:33,33.69378,-118.03835,83,0,78
7/9/2008,2:07:34,33.69378,-118.03835,84,0,78
7/9/2008,2:07:36,33.69378,-118.03835,84,0,78
7/9/2008,2:07:37,33.69378,-118.03835,84,0,78
7/9/2008,2:07:38,33.69378,-118.03835,83,0,78
7/9/2008,2:07:40,33.69378,-118.03835,84,0,78
7/9/2008,2:07:41,33.69378,-118.03835,83,0,78
7/9/2008,2:07:42,33.69378,-118.03835,80,0,78
7/9/2008,2:07:44,33.69378,-118.03835,82,0,78
7/9/2008,2:07:45,33.69378,-118.03835,80,0,78
7/9/2008,2:08:01,33.69378,-118.03835,84,0,78
7/9/2008,2:08:02,33.69378,-118.03835,82,0,78
7/9/2008,2:08:03,33.69378,-118.03835,84,0,78
7/9/2008,2:08:05,33.69378,-118.03835,84,0,78
7/9/2008,2:08:06,33.69378,-118.03835,84,0,78
7/9/2008,2:08:07,33.69378,-118.03835,84,0,78
7/9/2008,2:08:09,33.69378,-118.03835,83,0,78
7/9/2008,2:08:11,33.69378,-118.03835,83,0,78
7/9/2008,2:08:13,33.69378,-118.03835,80,0,78
7/9/2008,2:08:14,33.69378,-118.03835,82,0,78
7/9/2008,2:08:15,33.69378,-118.03835,82,0,78
7/9/2008,2:08:17,33.69378,-118.03835,82,0,78
7/9/2008,2:08:18,33.69378,-118.03835,83,0,78
7/9/2008,2:08:19,33.69378,-118.03835,82,0,78
7/9/2008,2:08:21,33.69378,-118.03835,82,0,78
7/9/2008,2:08:22,33.69378,-118.03835,84,0,78
7/9/2008,2:08:23,33.69378,-118.03835,84,0,78
7/9/2008,2:08:25,33.69378,-118.03835,85,0,78
7/9/2008,2:08:26,33.69378,-118.03835,81,0,78
7/9/2008,2:08:27,33.69378,-118.03835,82,0,78
7/9/2008,2:08:29,33.69378,-118.03835,84,0,78
7/9/2008,2:08:30,33.69378,-118.03835,85,0,78
7/9/2008,2:08:31,33.69378,-118.03835,85,0,78
7/9/2008,2:08:33,33.69378,-118.03835,83,0,78
7/9/2008,2:08:34,33.69378,-118.03835,87,0,78
7/9/2008,2:08:35,33.69378,-118.03835,84,0,78
7/9/2008,2:08:37,33.69378,-118.03835,83,0,78
7/9/2008,2:08:38,33.69378,-118.03835,84,0,78
7/9/2008,2:08:39,33.69377,-118.03835,81,0,78
7/9/2008,2:08:41,33.69377,-118.03835,81,0,78
7/9/2008,2:08:42,33.69377,-118.03835,82,0,78
7/9/2008,2:08:43,33.69377,-118.03835,80,0,78
7/9/2008,2:08:45,33.69377,-118.03835,80,0,78
7/9/2008,2:08:49,33.69377,-118.03835,80,0,78
7/9/2008,2:09:24,33.69377,-118.03835,80,0,78
7/9/2008,2:09:26,33.69377,-118.03835,80,0,78
7/9/2008,2:09:27,33.69377,-118.03835,82,0,78
7/9/2008,2:09:28,33.69377,-118.03835,84,0,78
7/9/2008,2:09:30,33.69377,-118.03835,85,0,78
7/9/2008,2:09:31,33.69377,-118.03835,84,0,78
7/9/2008,2:09:32,33.69377,-118.03835,84,0,78
7/9/2008,2:09:34,33.69377,-118.03835,84,0,78
7/9/2008,2:09:35,33.69377,-118.03835,84,0,78
7/9/2008,2:09:36,33.69377,-118.03835,82,0,78
7/9/2008,2:09:38,33.69377,-118.03835,83,0,78
7/9/2008,2:09:39,33.69377,-118.03835,85,0,78
7/9/2008,2:09:40,33.69377,-118.03835,83,0,78
7/9/2008,2:09:42,33.69377,-118.03835,84,0,78
7/9/2008,2:09:43,33.69377,-118.03835,82,0,78
7/9/2008,2:09:44,33.69377,-118.03835,84,0,78
7/9/2008,2:09:46,33.69377,-118.03835,85,0,78
7/9/2008,2:09:47,33.69377,-118.03835,83,0,78
7/9/2008,2:09:48,33.69377,-118.03835,84,0,78
7/9/2008,2:09:50,33.69377,-118.03835,84,0,78
7/9/2008,2:09:51,33.69377,-118.03835,84,0,78
7/9/2008,2:09:52,33.69377,-118.03835,85,0,78
7/9/2008,2:09:54,33.69377,-118.03835,83,0,78
7/9/2008,2:09:55,33.69377,-118.03835,84,0,78
7/9/2008,2:09:56,33.69377,-118.03835,83,0,78
7/9/2008,2:09:58,33.69377,-118.03835,83,0,78
7/9/2008,2:09:59,33.69377,-118.03835,84,0,78
7/9/2008,2:10:00,33.69377,-118.03835,82,0,78
7/9/2008,2:10:02,33.69377,-118.03835,84,0,78
7/9/2008,2:10:03,33.69377,-118.03835,82,0,78
7/9/2008,2:10:04,33.69377,-118.03835,84,0,78
7/9/2008,2:10:06,33.69377,-118.03835,85,0,78
7/9/2008,2:10:07,33.69377,-118.03835,84,0,78
7/9/2008,2:10:08,33.69377,-118.03835,85,0,78
7/9/2008,2:10:10,33.69377,-118.03835,85,0,78
7/9/2008,2:10:11,33.69377,-118.03835,85,0,78
7/9/2008,2:10:12,33.69377,-118.03835,83,0,78
7/9/2008,2:10:14,33.69377,-118.03835,84,0,78
7/9/2008,2:10:15,33.69377,-118.03835,85,0,78
7/9/2008,2:10:16,33.69377,-118.03835,85,0,78
7/9/2008,2:10:17,33.69377,-118.03835,83,0,78
7/9/2008,2:10:19,33.69377,-118.03835,80,0,78
7/9/2008,2:10:40,33.69377,-118.03835,80,0,78
7/9/2008,2:10:41,33.69377,-118.03835,81,0,78
7/9/2008,2:10:57,33.69378,-118.03835,81,0,78
7/9/2008,2:11:23,33.69378,-118.03835,80,0,78
7/9/2008,2:11:24,33.69379,-118.03837,80,0,78
7/9/2008,2:11:28,33.69379,-118.03838,80,0,78
7/9/2008,2:11:37,33.69381,-118.03838,81,0,78
7/9/2008,2:11:38,33.69381,-118.03838,87,0,78
7/9/2008,2:11:40,33.6938,-118.03838,86,0,78
7/9/2008,2:11:41,33.6938,-118.03838,86,0,78
7/9/2008,2:11:42,33.6938,-118.03838,84,0,78
7/9/2008,2:11:44,33.6938,-118.03837,85,0,78
7/9/2008,2:11:45,33.6938,-118.03837,82,0,78
7/9/2008,2:13:10,33.69379,-118.03835,80,0,78
7/9/2008,2:13:11,33.69379,-118.03835,81,0,78
7/9/2008,2:14:14,33.69379,-118.03833,80,0,78
7/9/2008,2:14:15,33.69379,-118.03833,81,0,78
7/9/2008,2:14:28,33.6938,-118.03831,81,0,78
7/9/2008,2:14:30,33.6938,-118.03831,82,0,78
7/9/2008,2:14:52,33.69381,-118.03831,82,0,78
7/9/2008,2:14:53,33.69382,-118.03831,84,0,78
7/9/2008,2:14:55,33.69382,-118.03831,82,0,78
7/9/2008,2:14:56,33.69382,-118.03831,84,0,78
7/9/2008,2:14:57,33.69382,-118.03831,80,0,78
7/9/2008,2:15:29,33.69382,-118.03828,81,0,78
7/9/2008,2:15:31,33.69382,-118.03828,80,0,78
7/9/2008,2:18:02,33.69376,-118.03828,85,0,78
7/9/2008,2:18:03,33.69376,-118.03828,87,0,78
7/9/2008,2:18:04,33.69376,-118.03828,87,0,78
7/9/2008,2:18:06,33.69376,-118.03828,88,0,78
7/9/2008,2:18:07,33.69376,-118.03828,88,0,78
7/9/2008,2:18:08,33.69376,-118.03828,81,0,78
7/9/2008,2:24:09,33.69503,-118.03931,82,0,78
7/9/2008,2:24:11,33.69502,-118.03931,83,0,78
7/9/2008,2:24:12,33.69501,-118.03929,83,0,78
7/9/2008,2:24:13,33.695,-118.03929,83,0,78
7/9/2008,2:24:15,33.69499,-118.03928,84,0,78
7/9/2008,2:24:16,33.69499,-118.03928,85,0,78
7/9/2008,2:24:17,33.69498,-118.03928,82,0,78
7/9/2008,2:24:19,33.69497,-118.03928,80,0,78
7/9/2008,2:24:44,33.69485,-118.03922,82,0,78
7/9/2008,2:24:45,33.69484,-118.03921,84,0,78
7/9/2008,2:24:46,33.69484,-118.03921,85,0,78
7/9/2008,2:24:48,33.69483,-118.03921,86,0,78
7/9/2008,2:24:49,33.69482,-118.03921,87,0,78
7/9/2008,2:24:50,33.69482,-118.03921,86,0,78
7/9/2008,2:24:52,33.69481,-118.03921,86,0,78
7/9/2008,2:24:53,33.69481,-118.03921,87,0,78
7/9/2008,2:24:54,33.69481,-118.03921,85,0,78
7/9/2008,2:24:56,33.6948,-118.03921,83,0,78
7/9/2008,2:24:57,33.69479,-118.03918,82,0,78
7/9/2008,2:24:58,33.69479,-118.03918,81,0,78
7/9/2008,2:25:01,33.69478,-118.03918,80,0,78
7/9/2008,2:25:02,33.69477,-118.03918,80,0,78
7/9/2008,2:25:13,33.69473,-118.03915,81,0,78
7/9/2008,2:25:14,33.69474,-118.03916,86,0,78
7/9/2008,2:25:16,33.69474,-118.03916,87,0,78
7/9/2008,2:25:17,33.69473,-118.03915,86,0,78
7/9/2008,2:25:18,33.69473,-118.03915,85,0,78
7/9/2008,2:25:20,33.69472,-118.03914,83,0,78
7/9/2008,2:25:21,33.69472,-118.03914,83,0,78
7/9/2008,2:25:22,33.69472,-118.03914,85,0,78
7/9/2008,2:25:25,33.69473,-118.03915,80,0,78
7/9/2008,2:25:26,33.69473,-118.03915,85,0,78
7/9/2008,2:25:28,33.69473,-118.03915,80,0,78
7/9/2008,2:25:29,33.69473,-118.03915,83,0,78
7/9/2008,2:25:30,33.69473,-118.03915,81,0,78
7/9/2008,2:25:32,33.69476,-118.03915,80,0,78
7/9/2008,2:25:33,33.69475,-118.03915,85,0,78
7/9/2008,2:25:34,33.69475,-118.03915,81,0,78
7/9/2008,2:25:36,33.69475,-118.03915,83,0,78
7/9/2008,2:25:37,33.69474,-118.03915,81,0,78
7/9/2008,2:25:38,33.69474,-118.03915,81,0,78
7/9/2008,2:25:39,33.69474,-118.03915,83,0,78
7/9/2008,2:25:41,33.69474,-118.03915,82,0,78
7/9/2008,2:25:42,33.69474,-118.03915,81,0,78
7/9/2008,2:25:45,33.69474,-118.03914,80,0,78
7/9/2008,2:26:38,33.69456,-118.03909,80,0,78
7/9/2008,2:26:39,33.69456,-118.03909,97,0,78
7/9/2008,2:26:41,33.69456,-118.03909,92,0,78
7/9/2008,2:26:42,33.69456,-118.03909,99,0,78
7/9/2008,2:26:43,33.69456,-118.03909,90,0,78
7/9/2008,2:26:44,33.69456,-118.03909,88,0,78
7/9/2008,2:26:46,33.69456,-118.03909,99,0,78
7/9/2008,2:26:47,33.69456,-118.03911,96,0,78
7/9/2008,2:26:48,33.69455,-118.03911,93,0,78
7/9/2008,2:26:50,33.69454,-118.03911,90,0,78
7/9/2008,2:26:51,33.69454,-118.03911,81,0,78
7/9/2008,2:26:52,33.69454,-118.03911,94,0,78
7/9/2008,2:26:55,33.69452,-118.03912,93,0,78
7/9/2008,2:26:56,33.69452,-118.03912,80,0,78
7/9/2008,2:26:58,33.69452,-118.03912,95,0,78
7/9/2008,2:26:59,33.69452,-118.03912,93,0,78
7/9/2008,2:27:00,33.69452,-118.03912,80,0,78
7/9/2008,2:27:04,33.69451,-118.03914,95,0,78
7/9/2008,2:27:06,33.69452,-118.03914,97,0,78
7/9/2008,2:27:07,33.69452,-118.03915,96,0,78
7/9/2008,2:27:08,33.69452,-118.03915,88,0,78
7/9/2008,2:27:10,33.69452,-118.03915,97,0,78
7/9/2008,2:27:11,33.69453,-118.03915,86,0,78
7/9/2008,2:27:12,33.69453,-118.03915,91,0,78
7/9/2008,2:27:14,33.69453,-118.03916,89,0,78
7/9/2008,2:27:15,33.69453,-118.03916,89,0,78
7/9/2008,2:27:22,33.69453,-118.03916,89,0,78
7/9/2008,2:27:23,33.69453,-118.03916,86,0,78
7/9/2008,2:27:24,33.69453,-118.03918,82,0,78
7/9/2008,2:27:26,33.69453,-118.03918,83,0,78
