"Date","Time","Latitude","Longitude","Signal (dB)","Gain (dB)","Freq (kHz)"
9/25/2008,15:19:43,33.6945,-118.03536,69,0,84
9/25/2008,15:19:45,33.6945,-118.03536,78,0,84
9/25/2008,15:19:46,33.6945,-118.03536,69,0,84
9/25/2008,15:19:47,33.6945,-118.03536,83,0,84
9/25/2008,15:19:49,33.6945,-118.03536,88,0,84
9/25/2008,15:19:50,33.6945,-118.03536,83,0,84
9/25/2008,15:19:52,33.6945,-118.03536,88,0,84
9/25/2008,15:19:53,33.6945,-118.03535,89,0,84
9/25/2008,15:19:55,33.6945,-118.03535,81,0,84
9/25/2008,15:19:56,33.6945,-118.03535,64,0,84
9/25/2008,15:19:57,33.6945,-118.03535,90,0,84
9/25/2008,15:19:59,33.6945,-118.03535,92,0,84
9/25/2008,15:20:00,33.6945,-118.03535,84,0,84
9/25/2008,15:20:02,33.6945,-118.03535,67,0,84
9/25/2008,15:20:03,33.6945,-118.03534,58,0,84
9/25/2008,15:20:05,33.6945,-118.03534,81,0,84
9/25/2008,15:20:06,33.6945,-118.03532,72,0,84
9/25/2008,15:20:08,33.6945,-118.03532,75,0,84
9/25/2008,15:20:09,33.6945,-118.03532,68,0,84
9/25/2008,15:20:10,33.6945,-118.03531,62,0,84
9/25/2008,15:20:12,33.6945,-118.03531,80,0,84
9/25/2008,15:20:13,33.6945,-118.03531,93,0,84
9/25/2008,15:20:15,33.6945,-118.03531,79,0,84
9/25/2008,15:20:16,33.6945,-118.03529,81,0,84
9/25/2008,15:20:18,33.6945,-118.03529,83,0,84
9/25/2008,15:20:19,33.6945,-118.03529,73,0,84
9/25/2008,15:20:21,33.69449,-118.03529,89,0,84
9/25/2008,15:20:22,33.69448,-118.03529,89,0,84
9/25/2008,15:20:23,33.69448,-118.03529,85,0,84
9/25/2008,15:20:25,33.69448,-118.03529,86,0,84
9/25/2008,15:20:26,33.69448,-118.03529,89,0,84
9/25/2008,15:20:28,33.69447,-118.03529,91,0,84
9/25/2008,15:20:29,33.69446,-118.03529,90,0,84
9/25/2008,15:20:31,33.69446,-118.03529,82,0,84
9/25/2008,15:20:32,33.69446,-118.03529,77,0,84
9/25/2008,15:20:33,33.69446,-118.03529,64,0,84
9/25/2008,15:20:35,33.69446,-118.03529,66,0,84
9/25/2008,15:20:36,33.69446,-118.03529,61,0,84
9/25/2008,15:20:38,33.69446,-118.03529,62,0,84
9/25/2008,15:20:39,33.69445,-118.03527,67,0,84
9/25/2008,15:20:41,33.69445,-118.03529,61,0,84
9/25/2008,15:20:42,33.69444,-118.03527,59,0,84
9/25/2008,15:20:44,33.69444,-118.03527,69,0,84
9/25/2008,15:20:45,33.69444,-118.03527,66,0,84
9/25/2008,15:20:46,33.69444,-118.03527,67,0,84
9/25/2008,15:20:48,33.69444,-118.03527,66,0,84
9/25/2008,15:20:49,33.69445,-118.03526,81,0,84
9/25/2008,15:20:51,33.69445,-118.03524,77,0,84
9/25/2008,15:20:52,33.69446,-118.03522,74,0,84
9/25/2008,15:20:54,33.69446,-118.03522,74,0,84
9/25/2008,15:20:55,33.69447,-118.03522,75,0,84
9/25/2008,15:20:57,33.69448,-118.03522,56,0,84
9/25/2008,15:20:58,33.69448,-118.03522,86,0,84
9/25/2008,15:20:59,33.69448,-118.03522,80,0,84
9/25/2008,15:21:01,33.69448,-118.03522,69,0,84
9/25/2008,15:21:02,33.69449,-118.0352,70,0,84
9/25/2008,15:21:04,33.6945,-118.03519,65,0,84
9/25/2008,15:21:05,33.69451,-118.03518,77,0,84
9/25/2008,15:21:07,33.69452,-118.03518,79,0,84
9/25/2008,15:21:08,33.69452,-118.03518,63,0,84
9/25/2008,15:21:09,33.69452,-118.03518,89,0,84
9/25/2008,15:21:11,33.69452,-118.03518,82,0,84
9/25/2008,15:21:12,33.69452,-118.03518,75,0,84
9/25/2008,15:21:14,33.69452,-118.03516,80,0,84
9/25/2008,15:21:15,33.69453,-118.03515,67,0,84
9/25/2008,15:21:17,33.69452,-118.03515,76,0,84
9/25/2008,15:21:18,33.69452,-118.03515,83,0,84
9/25/2008,15:21:20,33.69452,-118.03515,81,0,84
9/25/2008,15:21:21,33.69452,-118.03515,76,0,84
9/25/2008,15:21:22,33.69451,-118.03515,74,0,84
9/25/2008,15:21:24,33.69451,-118.03515,62,0,84
9/25/2008,15:21:25,33.69451,-118.03515,77,0,84
9/25/2008,15:21:27,33.6945,-118.03513,74,0,84
9/25/2008,15:21:28,33.69451,-118.03512,88,0,84
9/25/2008,15:21:30,33.69451,-118.03511,83,0,84
9/25/2008,15:21:31,33.6945,-118.03511,83,0,84
9/25/2008,15:21:33,33.6945,-118.03509,68,0,84
9/25/2008,15:21:34,33.69449,-118.03509,79,0,84
9/25/2008,15:21:35,33.69448,-118.03509,69,0,84
9/25/2008,15:21:37,33.69449,-118.03508,70,0,84
9/25/2008,15:21:38,33.69449,-118.03508,79,0,84
9/25/2008,15:21:40,33.69449,-118.03507,84,0,84
9/25/2008,15:21:41,33.69449,-118.03507,81,0,84
9/25/2008,15:21:43,33.69449,-118.03507,77,0,84
9/25/2008,15:21:44,33.69449,-118.03507,77,0,84
9/25/2008,15:21:45,33.69449,-118.03505,79,0,84
9/25/2008,15:21:47,33.69449,-118.03505,71,0,84
9/25/2008,15:21:48,33.69448,-118.03505,78,0,84
9/25/2008,15:21:50,33.69448,-118.03505,89,0,84
9/25/2008,15:21:51,33.69447,-118.03505,83,0,84
9/25/2008,15:21:53,33.69447,-118.03505,82,0,84
9/25/2008,15:21:54,33.69447,-118.03505,86,0,84
9/25/2008,15:21:56,33.69447,-118.03504,91,0,84
9/25/2008,15:21:57,33.69447,-118.03504,82,0,84
9/25/2008,15:21:58,33.69446,-118.03504,71,0,84
9/25/2008,15:22:00,33.69447,-118.03504,66,0,84
9/25/2008,15:22:01,33.69447,-118.03502,71,0,84
9/25/2008,15:22:03,33.69447,-118.03502,78,0,84
9/25/2008,15:22:04,33.69447,-118.03502,67,0,84
9/25/2008,15:22:06,33.69446,-118.03502,60,0,84
9/25/2008,15:22:07,33.69447,-118.03501,60,0,84
9/25/2008,15:22:09,33.69447,-118.03501,59,0,84
9/25/2008,15:22:10,33.69446,-118.03499,63,0,84
9/25/2008,15:22:11,33.69447,-118.03499,74,0,84
9/25/2008,15:22:13,33.69446,-118.03499,76,0,84
9/25/2008,15:22:14,33.69445,-118.03499,71,0,84
9/25/2008,15:22:16,33.69445,-118.03499,75,0,84
9/25/2008,15:22:17,33.69445,-118.03499,83,0,84
9/25/2008,15:22:19,33.69445,-118.03498,83,0,84
9/25/2008,15:22:20,33.69444,-118.03498,68,0,84
9/25/2008,15:22:21,33.69444,-118.03498,64,0,84
9/25/2008,15:22:23,33.69444,-118.03499,58,0,84
9/25/2008,15:22:24,33.69443,-118.03498,65,0,84
9/25/2008,15:22:26,33.69443,-118.03497,60,0,84
9/25/2008,15:22:27,33.69443,-118.03497,70,0,84
9/25/2008,15:22:29,33.69442,-118.03495,76,0,84
9/25/2008,15:22:30,33.69442,-118.03495,71,0,84
9/25/2008,15:22:32,33.69441,-118.03497,59,0,84
9/25/2008,15:22:33,33.6944,-118.03497,65,0,84
9/25/2008,15:22:34,33.69439,-118.03497,61,0,84
9/25/2008,15:22:36,33.69439,-118.03497,65,0,84
9/25/2008,15:22:37,33.69438,-118.03499,59,0,84
9/25/2008,15:22:39,33.69438,-118.03499,71,0,84
9/25/2008,15:22:45,33.69437,-118.03504,58,0,84
9/25/2008,15:22:46,33.69436,-118.03504,63,0,84
9/25/2008,15:22:47,33.69436,-118.03504,56,0,84
9/25/2008,15:22:49,33.69436,-118.03504,74,0,84
9/25/2008,15:22:50,33.69436,-118.03505,74,0,84
9/25/2008,15:22:52,33.69436,-118.03505,63,0,84
9/25/2008,15:22:53,33.69437,-118.03507,71,0,84
9/25/2008,15:22:55,33.69437,-118.03507,69,0,84
9/25/2008,15:22:56,33.69436,-118.03505,66,0,84
9/25/2008,15:22:57,33.69436,-118.03505,60,0,84
9/25/2008,15:22:59,33.69436,-118.03504,74,0,84
9/25/2008,15:23:00,33.69436,-118.03502,84,0,84
9/25/2008,15:23:02,33.69436,-118.03502,66,0,84
9/25/2008,15:23:03,33.69436,-118.03502,77,0,84
9/25/2008,15:23:05,33.69437,-118.03502,68,0,84
9/25/2008,15:23:06,33.69437,-118.03504,75,0,84
9/25/2008,15:23:08,33.69437,-118.03504,80,0,84
9/25/2008,15:23:09,33.69438,-118.03507,75,0,84
9/25/2008,15:23:10,33.69438,-118.03507,74,0,84
9/25/2008,15:23:12,33.69438,-118.03507,72,0,84
9/25/2008,15:23:13,33.69438,-118.03507,87,0,84
9/25/2008,15:23:15,33.69438,-118.03507,80,0,84
9/25/2008,15:23:16,33.69439,-118.03508,76,0,84
9/25/2008,15:23:18,33.69439,-118.03508,79,0,84
9/25/2008,15:23:19,33.69439,-118.03507,81,0,84
9/25/2008,15:23:21,33.6944,-118.03507,79,0,84
9/25/2008,15:23:22,33.6944,-118.03508,84,0,84
9/25/2008,15:23:23,33.69441,-118.03508,81,0,84
9/25/2008,15:23:25,33.69441,-118.03508,75,0,84
9/25/2008,15:23:26,33.69442,-118.03508,78,0,84
9/25/2008,15:23:28,33.69443,-118.03508,84,0,84
9/25/2008,15:23:29,33.69444,-118.03508,87,0,84
9/25/2008,15:23:31,33.69444,-118.03507,88,0,84
9/25/2008,15:23:32,33.69445,-118.03507,90,0,84
9/25/2008,15:23:33,33.69445,-118.03507,92,0,84
9/25/2008,15:23:35,33.69445,-118.03508,84,0,84
9/25/2008,15:23:36,33.69446,-118.03509,81,0,84
9/25/2008,15:23:38,33.69446,-118.03509,72,0,84
9/25/2008,15:23:39,33.69447,-118.03511,69,0,84
9/25/2008,15:23:41,33.69447,-118.03511,88,0,84
9/25/2008,15:23:42,33.69448,-118.03512,81,0,84
9/25/2008,15:23:44,33.69448,-118.03512,78,0,84
9/25/2008,15:23:45,33.69449,-118.03513,69,0,84
9/25/2008,15:23:46,33.69449,-118.03513,69,0,84
9/25/2008,15:23:48,33.6945,-118.03513,70,0,84
9/25/2008,15:23:49,33.69451,-118.03513,58,0,84
9/25/2008,15:23:51,33.69452,-118.03513,60,0,84
9/25/2008,15:23:52,33.69452,-118.03515,71,0,84
9/25/2008,15:23:54,33.69453,-118.03515,93,0,84
9/25/2008,15:23:55,33.69453,-118.03516,91,0,84
9/25/2008,15:23:57,33.69454,-118.03516,92,0,84
9/25/2008,15:23:58,33.69454,-118.03516,90,0,84
9/25/2008,15:23:59,33.69455,-118.03516,92,0,84
9/25/2008,15:24:01,33.69455,-118.03516,89,0,84
9/25/2008,15:24:02,33.69456,-118.03516,83,0,84
9/25/2008,15:24:04,33.69456,-118.03516,88,0,84
9/25/2008,15:24:05,33.69456,-118.03516,89,0,84
9/25/2008,15:24:07,33.69457,-118.03516,90,0,84
9/25/2008,15:24:08,33.69458,-118.03516,58,0,84
9/25/2008,15:24:09,33.69459,-118.03515,79,0,84
9/25/2008,15:24:11,33.6946,-118.03515,93,0,84
9/25/2008,15:24:12,33.69461,-118.03515,72,0,84
9/25/2008,15:24:14,33.69461,-118.03515,66,0,84
9/25/2008,15:24:15,33.69461,-118.03515,63,0,84
9/25/2008,15:24:17,33.69461,-118.03515,80,0,84
9/25/2008,15:24:18,33.69461,-118.03515,94,0,84
9/25/2008,15:24:20,33.69461,-118.03515,92,0,84
9/25/2008,15:24:21,33.69461,-118.03515,88,0,84
9/25/2008,15:24:22,33.69461,-118.03515,71,0,84
9/25/2008,15:24:24,33.69461,-118.03515,79,0,84
9/25/2008,15:24:25,33.69461,-118.03515,71,0,84
9/25/2008,15:24:27,33.69461,-118.03515,65,0,84
9/25/2008,15:24:28,33.69461,-118.03513,66,0,84
9/25/2008,15:24:30,33.69461,-118.03513,75,0,84
9/25/2008,15:24:31,33.69461,-118.03513,82,0,84
9/25/2008,15:24:33,33.69461,-118.03513,80,0,84
9/25/2008,15:24:34,33.6946,-118.03513,73,0,84
9/25/2008,15:24:35,33.6946,-118.03513,66,0,84
9/25/2008,15:24:37,33.69459,-118.03513,86,0,84
9/25/2008,15:24:38,33.69458,-118.03513,94,0,84
9/25/2008,15:24:40,33.69458,-118.03513,92,0,84
9/25/2008,15:24:41,33.69457,-118.03513,92,0,84
9/25/2008,15:24:43,33.69457,-118.03513,84,0,84
9/25/2008,15:24:44,33.69456,-118.03512,90,0,84
9/25/2008,15:24:45,33.69456,-118.03512,87,0,84
9/25/2008,15:24:47,33.69456,-118.03512,84,0,84
9/25/2008,15:24:48,33.69455,-118.03512,82,0,84
9/25/2008,15:24:50,33.69454,-118.03512,79,0,84
9/25/2008,15:24:51,33.69453,-118.03512,86,0,84
9/25/2008,15:24:53,33.69453,-118.03512,77,0,84
9/25/2008,15:24:54,33.69452,-118.03512,74,0,84
9/25/2008,15:24:56,33.69452,-118.03512,74,0,84
9/25/2008,15:24:57,33.69451,-118.03512,69,0,84
9/25/2008,15:24:58,33.69451,-118.03512,65,0,84
9/25/2008,15:25:00,33.69451,-118.03512,71,0,84
9/25/2008,15:25:01,33.6945,-118.03512,71,0,84
9/25/2008,15:25:03,33.6945,-118.03512,61,0,84
9/25/2008,15:25:04,33.6945,-118.03512,67,0,84
9/25/2008,15:25:06,33.69449,-118.03512,65,0,84
9/25/2008,15:25:07,33.69448,-118.03512,68,0,84
9/25/2008,15:25:09,33.69448,-118.03512,64,0,84
9/25/2008,15:25:10,33.69448,-118.03512,63,0,84
9/25/2008,15:25:11,33.69448,-118.03512,56,0,84
9/25/2008,15:25:13,33.69448,-118.03511,55,0,84
9/25/2008,15:25:14,33.69448,-118.03511,59,0,84
9/25/2008,15:25:16,33.69448,-118.03509,62,0,84
9/25/2008,15:25:17,33.69448,-118.03508,60,0,84
9/25/2008,15:25:19,33.69448,-118.03508,57,0,84
9/25/2008,15:25:20,33.69448,-118.03508,61,0,84
9/25/2008,15:25:21,33.69448,-118.03507,58,0,84
9/25/2008,15:25:23,33.69448,-118.03507,64,0,84
9/25/2008,15:25:24,33.69448,-118.03507,73,0,84
9/25/2008,15:25:26,33.69448,-118.03505,75,0,84
9/25/2008,15:25:27,33.69448,-118.03505,73,0,84
9/25/2008,15:25:29,33.69448,-118.03505,70,0,84
9/25/2008,15:25:30,33.69449,-118.03504,78,0,84
9/25/2008,15:25:32,33.69449,-118.03504,72,0,84
9/25/2008,15:25:33,33.6945,-118.03502,81,0,84
9/25/2008,15:25:34,33.6945,-118.03502,66,0,84
9/25/2008,15:25:36,33.6945,-118.03502,65,0,84
9/25/2008,15:25:37,33.69451,-118.03501,77,0,84
9/25/2008,15:25:39,33.69452,-118.03501,78,0,84
9/25/2008,15:25:40,33.69452,-118.03499,75,0,84
9/25/2008,15:25:42,33.69452,-118.03499,64,0,84
9/25/2008,15:25:43,33.69452,-118.03498,65,0,84
9/25/2008,15:25:45,33.69452,-118.03498,56,0,84
9/25/2008,15:25:46,33.69452,-118.03498,55,0,84
9/25/2008,15:25:47,33.69451,-118.03498,57,0,84
9/25/2008,15:25:50,33.69451,-118.03497,59,0,84
9/25/2008,15:25:52,33.69451,-118.03497,59,0,84
9/25/2008,15:25:53,33.6945,-118.03497,58,0,84
9/25/2008,15:25:55,33.69449,-118.03497,58,0,84
9/25/2008,15:26:02,33.69447,-118.03497,75,0,84
9/25/2008,15:26:03,33.69447,-118.03497,74,0,84
9/25/2008,15:26:05,33.69447,-118.03497,75,0,84
9/25/2008,15:26:06,33.69447,-118.03497,81,0,84
9/25/2008,15:26:08,33.69447,-118.03497,71,0,84
9/25/2008,15:26:09,33.69447,-118.03497,59,0,84
9/25/2008,15:26:10,33.69447,-118.03497,76,0,84
9/25/2008,15:26:12,33.69447,-118.03497,70,0,84
9/25/2008,15:26:13,33.69448,-118.03497,80,0,84
9/25/2008,15:26:15,33.69448,-118.03497,75,0,84
9/25/2008,15:26:16,33.69449,-118.03497,76,0,84
9/25/2008,15:26:18,33.6945,-118.03495,82,0,84
9/25/2008,15:26:19,33.69451,-118.03495,67,0,84
9/25/2008,15:26:21,33.69451,-118.03495,57,0,84
9/25/2008,15:26:22,33.69452,-118.03495,69,0,84
9/25/2008,15:26:23,33.69452,-118.03495,76,0,84
9/25/2008,15:26:25,33.69453,-118.03495,78,0,84
9/25/2008,15:26:26,33.69453,-118.03495,64,0,84
9/25/2008,15:26:28,33.69454,-118.03497,79,0,84
9/25/2008,15:26:29,33.69454,-118.03497,59,0,84
9/25/2008,15:26:31,33.69454,-118.03498,57,0,84
9/25/2008,15:26:32,33.69454,-118.03499,77,0,84
9/25/2008,15:26:33,33.69455,-118.03499,74,0,84
9/25/2008,15:26:35,33.69455,-118.03499,77,0,84
9/25/2008,15:26:36,33.69456,-118.03501,72,0,84
9/25/2008,15:26:38,33.69456,-118.03501,88,0,84
9/25/2008,15:26:39,33.69456,-118.03502,81,0,84
9/25/2008,15:26:41,33.69457,-118.03502,68,0,84
9/25/2008,15:26:42,33.69458,-118.03502,84,0,84
9/25/2008,15:26:44,33.69458,-118.03502,74,0,84
9/25/2008,15:26:45,33.69458,-118.03504,88,0,84
9/25/2008,15:26:46,33.69459,-118.03504,98,0,84
9/25/2008,15:26:48,33.69459,-118.03505,89,0,84
9/25/2008,15:26:49,33.6946,-118.03507,76,0,84
9/25/2008,15:26:51,33.6946,-118.03507,85,0,84
9/25/2008,15:26:52,33.69461,-118.03508,64,0,84
9/25/2008,15:26:54,33.69461,-118.03508,85,0,84
9/25/2008,15:26:55,33.69462,-118.03509,93,0,84
9/25/2008,15:26:56,33.69462,-118.03509,92,0,84
9/25/2008,15:26:58,33.69462,-118.03509,93,0,84
9/25/2008,15:26:59,33.69461,-118.03512,91,0,84
9/25/2008,15:27:01,33.69461,-118.03513,94,0,84
9/25/2008,15:27:02,33.6946,-118.03516,92,0,84
9/25/2008,15:27:04,33.6946,-118.03518,101,0,84
9/25/2008,15:27:05,33.6946,-118.03519,97,0,84
9/25/2008,15:27:07,33.6946,-118.03519,83,0,84
9/25/2008,15:27:08,33.69459,-118.03519,83,0,84
